contrato;obra;sequencia_do_trecho;rodovia;descricao_rodovia;descricao_trecho;km_inicial;km_final
PRC-22.031/2017-D;Obra 1;14;LMG509;ENTR LMG799-ENTR MG427;;0,0;20,0
PRC-22.031/2017-D;Obra 1;15;LMG810;ENTR BR262 P/CAMPO FLORIDO-PIRAJUBA;;0,0;24,5
PRC-22.031/2017-D;Obra 1;16;LMG812;ENTR MG190 (P/NOVA PONTE)-ENTR BR452 (P/UBERLÂNDIA);;0,0;7,2
PRC-22.031/2017-D;Obra 1;17;AMG900;ACESSO;ENTR AMG2595 - BAIXA;0,0;4,0
PRC-22.031/2017-D;Obra 1;18;AMG900;ACESSO;ENTR LMG805 - PONTE ALTA;0,0;1,7
PRC-22.031/2017-D;Obra 1;19;AMG900;ACESSO;ENTR MG255 (ITAPAGIPE) - ENTR BR364 (PEDERNEIRAS);0,0;28,0
PRC-22.031/2017-D;Obra 1;20;AMG900;ACESSO;ENTR BR262 - PONTE ALTA;0,0;3,0
PRC-22.031/2017-D;Obra 1;21;AMG900;ACESSO;ENTR BR050 - FOSFÉRTIL;0,0;11,6
PRC-22.031/2017-D;Obra 1;22;AMG900;ACESSO;ENTR MG427 - CONCEIÇÃO DAS ALAGOAS;0,0;1,7
PRC-22.031/2017-D;Obra 1;23;AMG900;ACESSO;ENTR MGC464 - CONQUISTA;0,0;1,7
PRC-22.031/2017-D;Obra 1;24;AMG900;ACESSO;ENTR MGC464 - USINA MENDONÇA;0,0;7,2
PRC-22.031/2017-D;Obra 1;25;AMG900;ACESSO;ENTR BR153 - APARECIDA DE MINAS;0,0;12,9
PRC-22.031/2017-D;Obra 1;26;AMG900;ACESSO;ENTR MG427 - ÁGUA COMPRIDA;0,0;15,2
PRC-22.031/2017-D;Obra 1;27;AMG900;ACESSO;ENTR MG427 (VOLTA GRANDE) - PONTE VOLTA GRANDE;0,0;2,6
PRC-22.031/2017-D;Obra 1;28;AMG900;ACESSO;ENTR BR262 - VERÍSSIMO;0,0;11,5
PRC-22.031/2017-D;Obra 1;29;AMG900;ACESSO;ENTR BR153 - COMENDADOR GOMES;0,0;10,3
PRC-22.031/2017-D;Obra 1;30;AMG900;ACESSO;ENTR LMG798 (ANEL VIÁRIO UBERABA) - ENTR BR262 (ANEL VIÁRIO UBERABA);0,0;7,5
PRC-22.031/2017-D;Obra 1;31;AMG900;ACESSO;ENTR CMG464 - DELTA;0,0;9,0
PRC-22.031/2017-D;Obra 1;32;AMG900;ACESSO;ENTR BR050 - ENTR AMG2510 (P/FOSFÉRTIL);0,0;6,2
PRC-22.031/2017-D;Obra 1;33;AMG900;ACESSO;ENTR AMG2595 - AV PETROBRÁS;0,0;2,7
PRC-22.031/2017-D;Obra 1;34;AMG900;ACESSO;ENTR BR364 (FRUTAL) - GARIMPO DA BANDEIRA;0,0;4,6
PRC-22.031/2017-D;Obra 1;35;AMG900;ACESSO;ENTR BR050  - ENTR. AMG2575;0,0;24,5
PRC-22.031/2017-E;Obra 1;1;MG427 ;UBERABA-ÁGUA COMPRIDA-PLANURA-DIV MG/SP;;0,0;104,6
PRC-22.031/2017-E;Obra 1;2;CMG455;UBERLÂNDIA-CAMPO FLORIDO-PIRAJUBA-DIV MG/SP (PLANURA);;54,6;154,7
PRC-22.031/2017-E;Obra 1;3;CMG464;ITUIUTABA-PRATA-UBERABA-CONQUISTA-SÃO JOÃO BATISTA DO GLÓRIA;;242,6;294,6
PRC-22.031/2017-E;Obra 1;4;LMG724;ENTR MGC455 (MIRAPORANGA) - ENTR BR050;;0,0;17,3
PRC-22.031/2017-E;Obra 1;5;LMG732;ENTR MG255-ENTR BR364 (FRUTAL);;0,0;3,3
PRC-22.031/2017-E;Obra 1;6;LMG733;PIRAJUBA - FRUTAL;;0,0;76,2
PRC-22.031/2017-E;Obra 1;7;MG190 ;ABADIA DOURADOS-MONTE CARMELO-BR262-SACRAMENTO;;94,9;166,7
PRC-22.031/2017-E;Obra 1;8;MG255 ;ITURAMA-SÃO FRANCISCO DE SALES-ITAPAGIPE-FRUTAL;;0,0;142,5
PRC-22.031/2017-E;Obra 1;9;LMG798;ENTR MG190-UBERABA;;0,0;42,5
PRC-22.031/2017-E;Obra 1;10;LMG799;ENTR BR262-CAPELINHA DO BARREIRO-CONCEIÇÃO DAS ALAGOAS;;0,0;30,0
PRC-22.031/2017-E;Obra 1;11;LMG804;ENTR BR262 (SERRINHA)-ENTR LMG-810;;0,0;9,8
PRC-22.031/2017-E;Obra 1;12;LMG805;ENTR BR262-PONTE ALTA-JUBAÍ-ENTR MGC464;;0,0;33,5
PRC-22.031/2017-E;Obra 1;13;LMG508;CONTORNO DE PIRAJUBA-ENTR MGC455 A-ENTR MGC455B;;0,0;4,2
PRC-22.031/2017-E;Obra 1;14;LMG509;ENTR LMG799-ENTR MG427;;0,0;20,0
PRC-22.031/2017-E;Obra 1;15;LMG810;ENTR BR262 P/CAMPO FLORIDO-PIRAJUBA;;0,0;24,5
PRC-22.031/2017-E;Obra 1;16;LMG812;ENTR MG190 (P/NOVA PONTE)-ENTR BR452 (P/UBERLÂNDIA);;0,0;7,2
PRC-22.031/2017-E;Obra 1;17;AMG900;ACESSO;ENTR AMG2595 - BAIXA;0,0;4,0
PRC-22.031/2017-E;Obra 1;18;AMG900;ACESSO;ENTR LMG805 - PONTE ALTA;0,0;1,7
PRC-22.031/2017-E;Obra 1;19;AMG900;ACESSO;ENTR MG255 (ITAPAGIPE) - ENTR BR364 (PEDERNEIRAS);0,0;28,0
PRC-22.031/2017-E;Obra 1;20;AMG900;ACESSO;ENTR BR262 - PONTE ALTA;0,0;3,0
PRC-22.031/2017-E;Obra 1;21;AMG900;ACESSO;ENTR BR050 - FOSFÉRTIL;0,0;11,6
PRC-22.031/2017-E;Obra 1;22;AMG900;ACESSO;ENTR MG427 - CONCEIÇÃO DAS ALAGOAS;0,0;1,7
PRC-22.031/2017-E;Obra 1;23;AMG900;ACESSO;ENTR MGC464 - CONQUISTA;0,0;1,7
PRC-22.031/2017-E;Obra 1;24;AMG900;ACESSO;ENTR MGC464 - USINA MENDONÇA;0,0;7,2
PRC-22.031/2017-E;Obra 1;25;AMG900;ACESSO;ENTR BR153 - APARECIDA DE MINAS;0,0;12,9
PRC-22.031/2017-E;Obra 1;26;AMG900;ACESSO;ENTR MG427 - ÁGUA COMPRIDA;0,0;15,2
PRC-22.031/2017-E;Obra 1;27;AMG900;ACESSO;ENTR MG427 (VOLTA GRANDE) - PONTE VOLTA GRANDE;0,0;2,6
PRC-22.031/2017-E;Obra 1;28;AMG900;ACESSO;ENTR BR262 - VERÍSSIMO;0,0;11,5
PRC-22.031/2017-E;Obra 1;29;AMG900;ACESSO;ENTR BR153 - COMENDADOR GOMES;0,0;10,3
PRC-22.031/2017-E;Obra 1;30;AMG900;ACESSO;ENTR LMG798 (ANEL VIÁRIO UBERABA) - ENTR BR262 (ANEL VIÁRIO UBERABA);0,0;7,5
PRC-22.031/2017-E;Obra 1;31;AMG900;ACESSO;ENTR CMG464 - DELTA;0,0;9,0
PRC-22.031/2017-E;Obra 1;32;AMG900;ACESSO;ENTR BR050 - ENTR AMG2510 (P/FOSFÉRTIL);0,0;6,2
PRC-22.031/2017-E;Obra 1;33;AMG900;ACESSO;ENTR AMG2595 - AV PETROBRÁS;0,0;2,7
PRC-22.031/2017-E;Obra 1;34;AMG900;ACESSO;ENTR BR364 (FRUTAL) - GARIMPO DA BANDEIRA;0,0;4,6
PRC-22.031/2017-E;Obra 1;35;AMG900;ACESSO;ENTR BR050  - ENTR. AMG2575;0,0;24,5
PRC-22.032/2017-C;Obra 1;3;MG326 ;CATAS ALTAS-FONSECA-BARRA LONGA-PONTE NOVA;;0,0;28,0
PRC-22.032/2017-C;Obra 1;4;MG434 ;MG129 (P/ITABIRA)-BR381 (P/NOVA ERA);;0,0;19,1
PRC-22.032/2017-C;Obra 1;5;MG435 ;CAETÉ (MGT262)-BR381;;0,0;13,9
PRC-22.032/2017-C;Obra 1;6;MG436 ;BARÃO DE COCAIS (MGT262)-BR381;;0,0;19,6
PRC-22.032/2017-C;Obra 1;7;MG462 ;LIGAÇÃO ENTRONCAMENTO BR120/MG129 COM ITABIRA;;0,0;4,1
PRC-22.032/2017-C;Obra 1;8;LMG776;BR381 - IPOEMA;;0,0;50,3
PRC-22.032/2017-C;Obra 1;9;LMG777;ENTR MGC120 / SANTO ANTÔNIO DO RIO ABAIXO;;0,0;34,7
PRC-22.032/2017-C;Obra 1;10;LMG778;CARMÉSIA-ENTR BR120;;0,0;17,3
PRC-22.032/2017-C;Obra 1;11;LMG779;ITABIRA (PARQUE DE EXPOSIÇÕES-JOÃO MONLEVADE;;0,0;28,0
PRC-22.032/2017-C;Obra 1;12;LMG790;ENTR BR120 (STª MARIA ITABIRA)-ENTR BR381 (P/DES DRUMOND);;0,0;36,2
PRC-22.032/2017-C;Obra 1;13;MG232 ;MG010-MORRO DO PILAR-CARMÉSIA-DORES DE GUANHÃES-JOANÉSIA-BR381(IPATINGA);;121,6;134,6
PRC-22.032/2017-C;Obra 1;14;LMG504;ENTR LMG855-ENTR LMG855 ;;0,0;7,0
PRC-22.032/2017-C;Obra 1;15;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;0,0;31,7
PRC-22.032/2017-C;Obra 1;16;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;33,7;49,6
PRC-22.032/2017-C;Obra 1;17;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;52,5;113,5
PRC-22.032/2017-C;Obra 1;18;MG232 ;MG010-MORRO DO PILAR-CARMÉSIA-DORES DE GUANHÃES-JOANÉSIA-BR381(IPATINGA);;138,0;206,2
PRC-22.032/2017-C;Obra 1;19;LMG855;BOM JESUS DO AMPARO-NOVA UNIÃO-TAQUARAÇU DE MINAS-ENTR MG020;;38,8;56,6
PRC-22.032/2017-C;Obra 1;20;AMG900;ACESSO;ENTR BR120 - FERROS;0,0;7,5
PRC-22.032/2017-C;Obra 1;21;AMG900;ACESSO;ENTR MG129 - ITABIRA;0,0;9,7
PRC-22.032/2017-C;Obra 1;22;AMG900;ACESSO;ENTR BR381  - NOVA UNIÃO;0,0;4,6
PRC-22.032/2017-C;Obra 1;23;AMG900;ACESSO;ENTR BR381  - TAQUARAÇU DE MINAS;0,0;13,1
PRC-22.032/2017-C;Obra 1;24;AMG900;ACESSO;ENTR MG435  - SANTUÁRIO DA SERRA DA PIEDADE;0,0;5,5
PRC-22.032/2017-C;Obra 1;25;AMG900;ACESSO;ITABIRA - NOSSA SENHORA DO CARMO;0,0;28,7
PRC-22.032/2017-C;Obra 1;26;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;351,8;413,5
PRC-22.032/2017-C;Obra 1;28;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;349,0;349,8
PRC-22.032/2017-C;Obra 1;29;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;440,4;468,0
PRC-22.032/2017-C;Obra 1;30;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;351,8;426,8
PRC-22.032/2017-C;Obra 1;33;CMG262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;;226,5;230,0
PRC-22.032/2017-C;Obra 1;34;CMG262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;;226,5;265,9
PRC-22.032/2017-D;Obra 1;3;MG326 ;CATAS ALTAS-FONSECA-BARRA LONGA-PONTE NOVA;;0,0;28,0
PRC-22.032/2017-D;Obra 1;4;MG434 ;MG129 (P/ITABIRA)-BR381 (P/NOVA ERA);;0,0;19,1
PRC-22.032/2017-D;Obra 1;5;MG435 ;CAETÉ (MGT262)-BR381;;0,0;13,9
PRC-22.032/2017-D;Obra 1;6;MG436 ;BARÃO DE COCAIS (MGT262)-BR381;;0,0;19,6
PRC-22.032/2017-D;Obra 1;7;MG462 ;LIGAÇÃO ENTRONCAMENTO BR120/MG129 COM ITABIRA;;0,0;4,1
PRC-22.032/2017-D;Obra 1;8;LMG776;BR381 - IPOEMA;;0,0;50,3
PRC-22.032/2017-D;Obra 1;9;LMG777;ENTR MGC120 / SANTO ANTÔNIO DO RIO ABAIXO;;0,0;34,7
PRC-22.032/2017-D;Obra 1;10;LMG778;CARMÉSIA-ENTR BR120;;0,0;17,3
PRC-22.032/2017-D;Obra 1;11;LMG779;ITABIRA (PARQUE DE EXPOSIÇÕES-JOÃO MONLEVADE;;0,0;28,0
PRC-22.032/2017-D;Obra 1;12;LMG790;ENTR BR120 (STª MARIA ITABIRA)-ENTR BR381 (P/DES DRUMOND);;0,0;36,2
PRC-22.032/2017-D;Obra 1;13;MG232 ;MG010-MORRO DO PILAR-CARMÉSIA-DORES DE GUANHÃES-JOANÉSIA-BR381(IPATINGA);;121,6;134,6
PRC-22.032/2017-D;Obra 1;14;LMG504;ENTR LMG855-ENTR LMG855 ;;0,0;7,0
PRC-22.032/2017-D;Obra 1;15;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;0,0;31,7
PRC-22.032/2017-D;Obra 1;16;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;33,7;49,6
PRC-22.032/2017-D;Obra 1;17;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;52,5;113,5
PRC-22.032/2017-D;Obra 1;18;MG232 ;MG010-MORRO DO PILAR-CARMÉSIA-DORES DE GUANHÃES-JOANÉSIA-BR381(IPATINGA);;138,0;206,2
PRC-22.032/2017-D;Obra 1;19;LMG855;BOM JESUS DO AMPARO-NOVA UNIÃO-TAQUARAÇU DE MINAS-ENTR MG020;;38,8;56,6
PRC-22.032/2017-D;Obra 1;20;AMG900;ACESSO;ENTR BR120 - FERROS;0,0;7,5
PRC-22.032/2017-D;Obra 1;21;AMG900;ACESSO;ENTR MG129 - ITABIRA;0,0;9,7
PRC-22.032/2017-D;Obra 1;22;AMG900;ACESSO;ENTR BR381  - NOVA UNIÃO;0,0;4,6
PRC-22.032/2017-D;Obra 1;23;AMG900;ACESSO;ENTR BR381  - TAQUARAÇU DE MINAS;0,0;13,1
PRC-22.032/2017-D;Obra 1;24;AMG900;ACESSO;ENTR MG435  - SANTUÁRIO DA SERRA DA PIEDADE;0,0;5,5
PRC-22.032/2017-D;Obra 1;25;AMG900;ACESSO;ITABIRA - NOSSA SENHORA DO CARMO;0,0;28,7
PRC-22.032/2017-D;Obra 1;26;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;351,8;413,5
PRC-22.032/2017-D;Obra 1;28;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;349,0;349,8
PRC-22.032/2017-D;Obra 1;29;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;440,4;468,0
PRC-22.032/2017-D;Obra 1;30;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;351,8;426,8
PRC-22.032/2017-D;Obra 1;33;CMG262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;;226,5;230,0
PRC-22.032/2017-D;Obra 1;34;CMG262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;;226,5;265,9
PRC-22.032/2017-E;Obra 1;3;MG326 ;CATAS ALTAS-FONSECA-BARRA LONGA-PONTE NOVA;;0,0;28,0
PRC-22.032/2017-E;Obra 1;4;MG434 ;MG129 (P/ITABIRA)-BR381 (P/NOVA ERA);;0,0;19,1
PRC-22.032/2017-E;Obra 1;5;MG435 ;CAETÉ (MGT262)-BR381;;0,0;13,9
PRC-22.032/2017-E;Obra 1;6;MG436 ;BARÃO DE COCAIS (MGT262)-BR381;;0,0;19,6
PRC-22.032/2017-E;Obra 1;7;MG462 ;LIGAÇÃO ENTRONCAMENTO BR120/MG129 COM ITABIRA;;0,0;4,1
PRC-22.032/2017-E;Obra 1;8;LMG776;BR381 - IPOEMA;;0,0;50,3
PRC-22.032/2017-E;Obra 1;9;LMG777;ENTR MGC120 / SANTO ANTÔNIO DO RIO ABAIXO;;0,0;34,7
PRC-22.032/2017-E;Obra 1;10;LMG778;CARMÉSIA-ENTR BR120;;0,0;17,3
PRC-22.032/2017-E;Obra 1;11;LMG779;ITABIRA (PARQUE DE EXPOSIÇÕES-JOÃO MONLEVADE;;0,0;28,0
PRC-22.032/2017-E;Obra 1;12;LMG790;ENTR BR120 (STª MARIA ITABIRA)-ENTR BR381 (P/DES DRUMOND);;0,0;36,2
PRC-22.032/2017-E;Obra 1;13;MG232 ;MG010-MORRO DO PILAR-CARMÉSIA-DORES DE GUANHÃES-JOANÉSIA-BR381(IPATINGA);;121,6;134,6
PRC-22.032/2017-E;Obra 1;14;LMG504;ENTR LMG855-ENTR LMG855 ;;0,0;7,0
PRC-22.032/2017-E;Obra 1;15;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;0,0;31,7
PRC-22.032/2017-E;Obra 1;16;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;33,7;49,6
PRC-22.032/2017-E;Obra 1;17;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;52,5;113,5
PRC-22.032/2017-E;Obra 1;18;MG232 ;MG010-MORRO DO PILAR-CARMÉSIA-DORES DE GUANHÃES-JOANÉSIA-BR381(IPATINGA);;138,0;206,2
PRC-22.032/2017-E;Obra 1;19;LMG855;BOM JESUS DO AMPARO-NOVA UNIÃO-TAQUARAÇU DE MINAS-ENTR MG020;;38,8;56,6
PRC-22.032/2017-E;Obra 1;20;AMG900;ACESSO;ENTR BR120 - FERROS;0,0;7,5
PRC-22.032/2017-E;Obra 1;21;AMG900;ACESSO;ENTR MG129 - ITABIRA;0,0;9,7
PRC-22.032/2017-E;Obra 1;22;AMG900;ACESSO;ENTR BR381  - NOVA UNIÃO;0,0;4,6
PRC-22.032/2017-E;Obra 1;23;AMG900;ACESSO;ENTR BR381  - TAQUARAÇU DE MINAS;0,0;13,1
PRC-22.032/2017-E;Obra 1;24;AMG900;ACESSO;ENTR MG435  - SANTUÁRIO DA SERRA DA PIEDADE;0,0;5,5
PRC-22.032/2017-E;Obra 1;25;AMG900;ACESSO;ITABIRA - NOSSA SENHORA DO CARMO;0,0;28,7
PRC-22.032/2017-E;Obra 1;26;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;351,8;413,5
PRC-22.032/2017-E;Obra 1;28;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;349,0;349,8
PRC-22.032/2017-E;Obra 1;29;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;440,4;468,0
PRC-22.032/2017-E;Obra 1;30;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;351,8;426,8
PRC-22.032/2017-E;Obra 1;33;CMG262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;;226,5;230,0
PRC-22.032/2017-E;Obra 1;34;CMG262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;;226,5;265,9
PRC-22.033/2017-C;Obra 1;1;MG401 ;MANGA-MATIAS CARDOSO-JANAÚBA;;1,7;141,0
PRC-22.033/2017-C;Obra 1;2;LMG510;CONTORNO DE JAÍBA-ENTR MG401 A-ENTR MG401 B;;0,0;6,0
PRC-22.033/2017-C;Obra 1;3;MG120 ;PORTERINHA-RIACHO DOS MACHADOS-CAVEIRA (BR251);;0,0;65,4
PRC-22.033/2017-C;Obra 1;4;LMG516;PONTE SOBRE O RIO SÃO FRANCISCO - ENTR BR135(MANGA) - ENTR. MG401 (P/ MATIAS CARDOSO);;0,0;4,1
PRC-22.033/2017-C;Obra 1;5;LMG631;SÃO JOÃO DA PONTE-CAPITÃO ENEIAS;;1,5;59,2
PRC-22.033/2017-C;Obra 1;6;LMG633;MG401 (JAÍBA)-MOCAMBINHO;;0,0;35,0
PRC-22.033/2017-C;Obra 1;7;LMG635;GAMELEIRAS-CATUTI-MATO VERDE-S.A. DO RETIRO-MONTEZUMA;;0,0;52,6
PRC-22.033/2017-C;Obra 1;8;LMG635;GAMELEIRAS-CATUTI-MATO VERDE-S.A. DO RETIRO-MONTEZUMA;;55,2;89,8
PRC-22.033/2017-C;Obra 1;9;AMG900;ACESSO;ENTR MGC122  - CAPITÃO ENÉAS;0,0;4,2
PRC-22.033/2017-C;Obra 1;10;AMG900;ACESSO;ENTR MGC122  - MAMONAS;0,0;5,0
PRC-22.033/2017-C;Obra 1;11;AMG900;ACESSO;ENTR MGC122 (PORTEIRINHA)  - SERRANÓPOLIS DE MINAS;0,0;20,3
PRC-22.033/2017-C;Obra 1;12;AMG900;ACESSO;ENTR MGC122 (JANAÚBA)  - REPRESA BICO DA PEDRA;0,0;11,0
PRC-22.033/2017-C;Obra 1;13;AMG900;ACESSO;ENTR MGC122  - PAI PEDRO;0,0;24,9
PRC-22.033/2017-C;Obra 1;14;CMG122;DIV BA/MG- MATO VERDE-JANAUBA-MONTES CLAROS;;0,0;230,1
PRC-22.033/2017-D;Obra 1;1;MG401 ;MANGA-MATIAS CARDOSO-JANAÚBA;;1,7;141,0
PRC-22.033/2017-D;Obra 1;2;LMG510;CONTORNO DE JAÍBA-ENTR MG401 A-ENTR MG401 B;;0,0;6,0
PRC-22.033/2017-D;Obra 1;3;MG120 ;PORTERINHA-RIACHO DOS MACHADOS-CAVEIRA (BR251);;0,0;65,4
PRC-22.033/2017-D;Obra 1;4;LMG516;PONTE SOBRE O RIO SÃO FRANCISCO - ENTR BR135(MANGA) - ENTR. MG401 (P/ MATIAS CARDOSO);;0,0;4,1
PRC-22.033/2017-D;Obra 1;5;LMG631;SÃO JOÃO DA PONTE-CAPITÃO ENEIAS;;1,5;59,2
PRC-22.033/2017-D;Obra 1;6;LMG633;MG401 (JAÍBA)-MOCAMBINHO;;0,0;35,0
PRC-22.033/2017-D;Obra 1;7;LMG635;GAMELEIRAS-CATUTI-MATO VERDE-S.A. DO RETIRO-MONTEZUMA;;0,0;52,6
PRC-22.033/2017-D;Obra 1;8;LMG635;GAMELEIRAS-CATUTI-MATO VERDE-S.A. DO RETIRO-MONTEZUMA;;55,2;89,8
PRC-22.033/2017-D;Obra 1;9;AMG900;ACESSO;ENTR MGC122  - CAPITÃO ENÉAS;0,0;4,2
PRC-22.033/2017-D;Obra 1;10;AMG900;ACESSO;ENTR MGC122  - MAMONAS;0,0;5,0
PRC-22.033/2017-D;Obra 1;11;AMG900;ACESSO;ENTR MGC122 (PORTEIRINHA)  - SERRANÓPOLIS DE MINAS;0,0;20,3
PRC-22.033/2017-D;Obra 1;12;AMG900;ACESSO;ENTR MGC122 (JANAÚBA)  - REPRESA BICO DA PEDRA;0,0;11,0
PRC-22.033/2017-D;Obra 1;13;AMG900;ACESSO;ENTR MGC122  - PAI PEDRO;0,0;24,9
PRC-22.033/2017-D;Obra 1;14;CMG122;DIV BA/MG- MATO VERDE-JANAUBA-MONTES CLAROS;;0,0;230,1
PRC-22.033/2017-E;Obra 1;1;MG401 ;MANGA-MATIAS CARDOSO-JANAÚBA;;1,7;141,0
PRC-22.033/2017-E;Obra 1;2;LMG510;CONTORNO DE JAÍBA-ENTR MG401 A-ENTR MG401 B;;0,0;6,0
PRC-22.033/2017-E;Obra 1;3;MG120 ;PORTERINHA-RIACHO DOS MACHADOS-CAVEIRA (BR251);;0,0;65,4
PRC-22.033/2017-E;Obra 1;4;LMG516;PONTE SOBRE O RIO SÃO FRANCISCO - ENTR BR135(MANGA) - ENTR. MG401 (P/ MATIAS CARDOSO);;0,0;4,1
PRC-22.033/2017-E;Obra 1;5;LMG631;SÃO JOÃO DA PONTE-CAPITÃO ENEIAS;;1,5;59,2
PRC-22.033/2017-E;Obra 1;6;LMG633;MG401 (JAÍBA)-MOCAMBINHO;;0,0;35,0
PRC-22.033/2017-E;Obra 1;7;LMG635;GAMELEIRAS-CATUTI-MATO VERDE-S.A. DO RETIRO-MONTEZUMA;;0,0;52,6
PRC-22.033/2017-E;Obra 1;8;LMG635;GAMELEIRAS-CATUTI-MATO VERDE-S.A. DO RETIRO-MONTEZUMA;;55,2;89,8
PRC-22.033/2017-E;Obra 1;9;AMG900;ACESSO;ENTR MGC122  - CAPITÃO ENÉAS;0,0;4,2
PRC-22.033/2017-E;Obra 1;10;AMG900;ACESSO;ENTR MGC122  - MAMONAS;0,0;5,0
PRC-22.033/2017-E;Obra 1;11;AMG900;ACESSO;ENTR MGC122 (PORTEIRINHA)  - SERRANÓPOLIS DE MINAS;0,0;20,3
PRC-22.033/2017-E;Obra 1;12;AMG900;ACESSO;ENTR MGC122 (JANAÚBA)  - REPRESA BICO DA PEDRA;0,0;11,0
PRC-22.033/2017-E;Obra 1;13;AMG900;ACESSO;ENTR MGC122  - PAI PEDRO;0,0;24,9
PRC-22.033/2017-E;Obra 1;14;CMG122;DIV BA/MG- MATO VERDE-JANAUBA-MONTES CLAROS;;0,0;230,1
PRC-22.034/2017-C;Obra 1;2;MG415 ;BIQUINHAS (MG060)-MORADA NOVA DE MINAS;;2,0;29,2
PRC-22.034/2017-C;Obra 1;3;MG420 ;POMPÉU-BR040;;0,0;42,9
PRC-22.034/2017-C;Obra 1;4;MG176 ;ABAETÉ-DORES DO INDAIÁ-LUZ-MG341;;0,0;82,8
PRC-22.034/2017-C;Obra 1;5;MG060 ;VIANÓPOLIS-ESMERALDAS-POMPEU-ABAETÉ-SÃO G ABAETÉ-BR365;;168,6;188,4
PRC-22.034/2017-C;Obra 1;6;LMG762;ABAETÉ-PORTO SÃO VICENTE;;0,0;36,5
